percentile,component,time,GMST
p05,h2o_strat,1960,-8.85e-06
p05,h2o_strat,1961,-9.08e-06
p05,h2o_strat,1962,-9.32e-06
p05,h2o_strat,1963,-9.62e-06
p05,h2o_strat,1964,-9.98e-06
p05,h2o_strat,1965,-1.04e-05
p05,h2o_strat,1966,-1.1e-05
p05,h2o_strat,1967,-1.15e-05
p05,h2o_strat,1968,-1.2e-05
p05,h2o_strat,1969,-1.25e-05
p05,h2o_strat,1970,-1.29e-05
p05,h2o_strat,1971,-1.33e-05
p05,h2o_strat,1972,-1.36e-05
p05,h2o_strat,1973,-1.38e-05
p05,h2o_strat,1974,-1.39e-05
p05,h2o_strat,1975,-1.4e-05
p05,h2o_strat,1976,-1.42e-05
p05,h2o_strat,1977,-1.44e-05
p05,h2o_strat,1978,-1.47e-05
p05,h2o_strat,1979,-1.49e-05
p05,h2o_strat,1980,-1.51e-05
p05,h2o_strat,1981,-1.51e-05
p05,h2o_strat,1982,-1.49e-05
p05,h2o_strat,1983,-1.46e-05
p05,h2o_strat,1984,-1.42e-05
p05,h2o_strat,1985,-1.38e-05
p05,h2o_strat,1986,-1.34e-05
p05,h2o_strat,1987,-1.31e-05
p05,h2o_strat,1988,-1.28e-05
p05,h2o_strat,1989,-1.24e-05
p05,h2o_strat,1990,-1.2e-05
p05,h2o_strat,1991,-1.15e-05
p05,h2o_strat,1992,-1.09e-05
p05,h2o_strat,1993,-1.02e-05
p05,h2o_strat,1994,-9.5e-06
p05,h2o_strat,1995,-8.94e-06
p05,h2o_strat,1996,-8.48e-06
p05,h2o_strat,1997,-8.04e-06
p05,h2o_strat,1998,-7.64e-06
p05,h2o_strat,1999,-7.24e-06
p05,h2o_strat,2000,-6.82e-06
p05,h2o_strat,2001,-6.35e-06
p05,h2o_strat,2002,-5.79e-06
p05,h2o_strat,2003,-5.22e-06
p05,h2o_strat,2004,-4.81e-06
p05,h2o_strat,2005,-4.65e-06
p05,h2o_strat,2006,-4.7e-06
p05,h2o_strat,2007,-4.86e-06
p05,h2o_strat,2008,-5.06e-06
p05,h2o_strat,2009,-5.32e-06
p05,h2o_strat,2010,-5.63e-06
p05,h2o_strat,2011,-5.99e-06
p05,h2o_strat,2012,-6.3e-06
p05,h2o_strat,2013,-6.59e-06
p05,h2o_strat,2014,-6.89e-06
p05,h2o_strat,2015,-7.19e-06
p05,h2o_strat,2016,-7.51e-06
p05,h2o_strat,2017,-7.89e-06
p05,h2o_strat,2018,-8.36e-06
p05,h2o_strat,2019,-8.85e-06
p05,h2o_strat,2020,-9.28e-06
p05,h2o_strat,2021,-9.63e-06
p05,halogen,1946,0.000140991
p05,halogen,1947,0.000160414
p05,halogen,1948,0.000179923
p05,halogen,1949,0.000199139
p05,halogen,1950,0.000218302
p05,halogen,1951,0.000237836
p05,halogen,1952,0.000258713
p05,halogen,1953,0.000282226
p05,halogen,1954,0.000309253
p05,halogen,1955,0.000340009
p05,halogen,1956,0.000374603
p05,halogen,1957,0.000413649
p05,halogen,1958,0.000457948
p05,halogen,1959,0.000508503
p05,halogen,1960,0.000566905
p05,halogen,1961,0.000634845
p05,halogen,1962,0.000713855
p05,halogen,1963,0.000805346
p05,halogen,1964,0.000910469
p05,halogen,1965,0.001029651
p05,halogen,1966,0.001162748
p05,halogen,1967,0.001309142
p05,halogen,1968,0.001468125
p05,halogen,1969,0.001640022
p05,halogen,1970,0.001826187
p05,halogen,1971,0.002026012
p05,halogen,1972,0.002234434
p05,halogen,1973,0.002444457
p05,halogen,1974,0.002649162
p05,halogen,1975,0.002840542
p05,halogen,1976,0.003010861
p05,halogen,1977,0.003154534
p05,halogen,1978,0.003267902
p05,halogen,1979,0.003351474
p05,halogen,1980,0.00341148
p05,halogen,1981,0.003459434
p05,halogen,1982,0.003508883
p05,halogen,1983,0.003571099
p05,halogen,1984,0.003655358
p05,halogen,1985,0.003760771
